date,open,high,low,close,pos,ret,turnover,cost,pnl_pct,equity,daily_pnl,year
2020-01-01 00:00:00+00:00,7195.24,7255.0,7175.15,7200.85,0.0,0.0,0.0,0.0,0.0,100000.0,0.0,2020
2020-01-02 00:00:00+00:00,7200.77,7212.5,6924.74,6965.71,0.0,-0.032654478290757405,0.0,0.0,-0.0,100000.0,0.0,2020
2020-01-03 00:00:00+00:00,6965.49,7405.0,6871.04,7344.96,0.0,0.054445275499554135,0.0,0.0,0.0,100000.0,0.0,2020
2020-01-04 00:00:00+00:00,7345.0,7404.0,7272.21,7354.11,0.0,0.0012457521892561552,0.0,0.0,0.0,100000.0,0.0,2020
2020-01-05 00:00:00+00:00,7354.19,7495.0,7318.0,7358.75,0.0,0.000630939705824396,0.0,0.0,0.0,100000.0,0.0,2020
2020-01-06 00:00:00+00:00,7357.64,7795.34,7346.76,7758.0,0.0,0.05425513844063201,0.0,0.0,0.0,100000.0,0.0,2020
2020-01-07 00:00:00+00:00,7758.9,8207.68,7723.71,8145.28,0.0,0.049920082495488405,0.0,0.0,0.0,100000.0,0.0,2020
2020-01-08 00:00:00+00:00,8145.92,8455.0,7870.0,8055.98,0.0,-0.010963404572955193,0.0,0.0,-0.0,100000.0,0.0,2020
2020-01-09 00:00:00+00:00,8054.72,8055.96,7750.0,7817.76,0.0,-0.02957057986737799,0.0,0.0,-0.0,100000.0,0.0,2020
2020-01-10 00:00:00+00:00,7817.74,8199.0,7672.0,8197.02,0.0,0.048512617424940174,0.0,0.0,0.0,100000.0,0.0,2020
2020-01-11 00:00:00+00:00,8198.86,8286.34,8003.16,8020.01,0.0,-0.02159443309885789,0.0,0.0,-0.0,100000.0,0.0,2020
2020-01-12 00:00:00+00:00,8020.01,8197.0,7960.0,8184.98,0.0,0.02056979978827944,0.0,0.0,0.0,100000.0,0.0,2020
2020-01-13 00:00:00+00:00,8184.97,8196.0,8055.89,8110.34,0.0,-0.00911914262466118,0.0,0.0,-0.0,100000.0,0.0,2020
2020-01-14 00:00:00+00:00,8110.34,8880.0,8105.54,8810.01,0.0,0.08626888638454133,0.0,0.0,0.0,100000.0,0.0,2020
2020-01-15 00:00:00+00:00,8814.64,8916.48,8564.0,8821.41,0.0,0.0012939826402011967,0.0,0.0,0.0,100000.0,0.0,2020
2020-01-16 00:00:00+00:00,8820.01,8859.81,8586.0,8720.01,0.0,-0.011494761041602186,0.0,0.0,-0.0,100000.0,0.0,2020
2020-01-17 00:00:00+00:00,8720.15,9041.65,8672.44,8913.28,0.0,0.02216396540829657,0.0,0.0,0.0,100000.0,0.0,2020
2020-01-18 00:00:00+00:00,8913.27,8988.88,8806.38,8915.96,0.0,0.00030067494794261407,0.0,0.0,0.0,100000.0,0.0,2020
2020-01-19 00:00:00+00:00,8915.09,9198.98,8466.0,8701.7,0.0,-0.024031063396426022,0.0,0.0,-0.0,100000.0,0.0,2020
2020-01-20 00:00:00+00:00,8701.72,8746.99,8521.28,8642.35,0.0,-0.006820506337842036,0.0,0.0,-0.0,100000.0,0.0,2020
2020-01-21 00:00:00+00:00,8642.35,8789.0,8488.0,8736.03,0.0,0.010839644309707408,0.0,0.0,0.0,100000.0,0.0,2020
2020-01-22 00:00:00+00:00,8736.04,8818.0,8590.0,8682.36,0.0,-0.006143522858781392,0.0,0.0,-0.0,100000.0,0.0,2020
2020-01-23 00:00:00+00:00,8682.77,8691.81,8306.39,8404.52,0.0,-0.03200051598874043,0.0,0.0,-0.0,100000.0,0.0,2020
2020-01-24 00:00:00+00:00,8404.52,8528.02,8238.0,8439.0,0.0,0.0041025543398076625,0.0,0.0,0.0,100000.0,0.0,2020
2020-01-25 00:00:00+00:00,8438.99,8451.26,8254.9,8340.58,0.0,-0.011662519255836057,0.0,0.0,-0.0,100000.0,0.0,2020
2020-01-26 00:00:00+00:00,8340.01,8618.13,8293.66,8615.0,0.0,0.032901788604629445,0.0,0.0,0.0,100000.0,0.0,2020
2020-01-27 00:00:00+00:00,8614.39,9000.0,8535.0,8907.57,0.0,0.0339605339524085,0.0,0.0,0.0,100000.0,0.0,2020
2020-01-28 00:00:00+00:00,8907.57,9400.0,8862.4,9374.21,0.0,0.05238690237629329,0.0,0.0,0.0,100000.0,0.0,2020
2020-01-29 00:00:00+00:00,9375.34,9449.24,9216.0,9301.53,1.0,-0.007753186668529755,1.0,0.0015,-0.009253186668529754,99074.68133314703,-925.318666852967,2020
2020-01-30 00:00:00+00:00,9301.57,9578.0,9204.44,9513.21,1.0,0.022757546339150503,0.0,0.0,0.022757546339150503,101329.3779846227,2254.696651475664,2020
2020-01-31 00:00:00+00:00,9511.52,9530.22,9210.01,9352.89,1.0,-0.01685235582942035,0.0,0.0,-0.01685235582942035,99621.739250852,-1707.6387337706983,2020
2020-02-01 00:00:00+00:00,9351.71,9464.53,9281.0,9384.61,1.0,0.0033914650979538497,0.0,0.0,0.0033914650979538497,99959.60290251872,337.8636516667175,2020
2020-02-02 00:00:00+00:00,9384.41,9477.03,9120.0,9331.51,1.0,-0.005658199967819688,0.0,0.0,-0.005658199967819688,99394.01148059241,-565.5914219263068,2020
2020-02-03 00:00:00+00:00,9331.59,9618.79,9234.0,9292.24,1.0,-0.004208322125786812,0.0,0.0,-0.004208322125786812,98975.72946290793,-418.28201768448344,2020
2020-02-04 00:00:00+00:00,9291.35,9350.0,9093.01,9197.02,1.0,-0.01024726007937804,0.0,0.0,-0.01024726007937804,97961.49942155535,-1014.2300413525809,2020
2020-02-05 00:00:00+00:00,9197.02,9744.45,9177.22,9612.04,1.0,0.04512548629882285,0.0,0.0,0.04512548629882285,102382.05972151489,4420.560299959543,2020
2020-02-06 00:00:00+00:00,9612.03,9862.57,9526.35,9772.0,1.0,0.016641628624100457,0.0,0.0,0.016641628624100457,104085.86393717081,1703.804215655924,2020
2020-02-07 00:00:00+00:00,9772.0,9885.0,9730.0,9813.73,1.0,0.004270364306180774,0.0,0.0,0.004270364306180774,104530.3484953061,444.4845581352856,2020
2020-02-08 00:00:00+00:00,9813.87,9940.0,9667.11,9895.05,1.0,0.008286349838440676,0.0,0.0,0.008286349838440676,105396.52353167233,866.1750363662286,2020
2020-02-09 00:00:00+00:00,9895.04,10166.0,9880.75,10151.75,1.0,0.025942264061323606,0.0,0.0,0.025942264061323606,108130.74797627649,2734.2244446041586,2020
2020-02-10 00:00:00+00:00,10151.72,10188.0,9756.0,9851.83,1.0,-0.02954367473588293,0.0,0.0,-0.02954367473588293,104936.16832911765,-3194.57964715884,2020
